car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,company
Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,771812.0,80000,Cng,Manual,2019,1497,5,Hyundai
Maruti Swift Dzire VXI,535570.0,100000,Petrol,Manual,2013,796,5,Maruti
Maruti Swift Dzire VDi,436241.0,198000,Diesel,Manual,2011,999,5,Maruti
Maruti Alto K10 VXI,469798.0,70000,Petrol,Manual,2019,998,5,Maruti
Tata Nexon 1.2 Revotron XZ Plus,1006711.0,100000,Petrol,Manual,2020,2143,5,Tata
Maruti Alto 800 CNG LXI,315436.0,50000,Cng,Manual,2016,799,5,Maruti
Hyundai i20 Era 1.2,510067.0,90000,Petrol,Manual,2014,1086,5,Hyundai
Honda City 1.5 V MT,369127.0,120000,Petrol,Manual,2011,1086,7,Honda
Maruti Alto LXi,202684.0,90000,Petrol,Manual,2012,998,5,Maruti
Maruti A-Star Vxi,221476.0,100000,Petrol,Manual,2010,998,5,Maruti
Renault KWID RXT,604026.0,20000,Petrol,Manual,2021,1984,5,Renault
Hyundai Santro Xing GL Plus,335570.0,100000,Petrol,Manual,2014,1197,5,Hyundai
Hyundai Santro Xing GLS,214765.0,90000,Petrol,Manual,2008,2446,7,Hyundai
Maruti Wagon R LXI CNG,241610.0,90000,Cng,Manual,2010,1061,5,Maruti
Maruti Wagon R VXI BS IV,469798.0,83000,Petrol,Manual,2015,1197,5,Maruti
Maruti Ertiga VDI,604026.0,120000,Diesel,Manual,2014,1248,5,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Option,604026.0,80000,Petrol,Manual,2018,1197,5,Hyundai
Toyota Qualis FS B1,234899.0,120000,Diesel,Manual,2001,1493,5,Toyota
Maruti Wagon R LX Minor,167785.0,60000,Petrol,Manual,2007,1498,4,Maruti
Toyota Fortuner 2.8 2WD MT BSIV,3625503.0,114000,Diesel,Manual,2017,1199,5,Toyota
Maruti Swift VXI,912751.0,17000,Petrol,Manual,2021,1197,8,Maruti
Maruti Vitara Brezza ZDi Plus Dual Tone,1040268.0,72000,Diesel,Manual,2016,1498,7,Maruti
Hyundai i20 Asta Option CVT,1100671.0,30000,Petrol,Automatic,2020,2184,5,Hyundai
Hyundai Creta SX Opt Diesel AT,2382550.0,60000,Diesel,Automatic,2020,1497,5,Hyundai
Honda Amaze V CVT Diesel BSIV,1174496.0,50000,Diesel,Automatic,2019,2494,5,Honda
Honda Amaze VX CVT,1241610.0,12000,Petrol,Automatic,2022,1493,5,Honda
Maruti Swift VXI Optional,771812.0,67000,Petrol,Manual,2017,1197,5,Maruti
Ford Ecosport 1.5 Diesel Titanium Plus,1409395.0,50000,Diesel,Manual,2020,1956,5,Ford
Maruti Ciaz ZDi Plus SHVS,906040.0,97000,Diesel,Manual,2016,1582,7,Maruti
Mahindra Thar LX 4-Str Hard Top Diesel AT,2214765.0,17000,Diesel,Automatic,2021,1497,5,Mahindra
Mahindra XUV300 W8 Option Diesel,1409395.0,65000,Diesel,Manual,2020,1995,5,Mahindra
Toyota Innova 2.5 GX (Diesel) 8 Seater,1107382.0,137000,Diesel,Manual,2015,1497,5,Toyota
Mahindra Bolero Power Plus ZLX,1006711.0,48000,Diesel,Manual,2017,1396,5,Mahindra
Maruti Swift Dzire VXI,906040.0,13000,Petrol,Manual,2020,2755,5,Maruti
MG Hector Sharp Diesel MT,2382550.0,52000,Diesel,Manual,2021,1248,5,MG
Hyundai Creta 1.6 CRDi SX Plus,1308724.0,68000,Diesel,Manual,2017,1493,7,Hyundai
Mahindra XUV300 W8 Option Diesel BSIV,1375838.0,82000,Diesel,Manual,2019,1248,5,Mahindra
Renault Koleos 4X4 MT,832214.0,120000,Diesel,Manual,2016,1995,7,Renault
Honda City EXi,389261.0,120000,Petrol,Manual,2008,1493,5,Honda
Hyundai i20 Asta Option Diesel,926174.0,65000,Diesel,Manual,2017,1582,5,Hyundai
Maruti Ciaz ZDi Plus SHVS,973154.0,79000,Diesel,Manual,2017,1498,5,Maruti
Hyundai Creta SX Opt Diesel,2483221.0,9000,Diesel,Manual,2021,2393,5,Hyundai
Maruti Swift Dzire VDI,979865.0,64000,Diesel,Manual,2018,1248,5,Maruti
Kia Seltos HTX Plus D,2449664.0,38000,Diesel,Manual,2022,1956,5,Kia
Hyundai Verna CRDi 1.6 SX,1194630.0,84000,Diesel,Manual,2018,1582,7,Hyundai
Honda Amaze VX i DTEC,1060402.0,51000,Diesel,Manual,2018,1497,5,Honda
Hyundai Verna 1.6 CRDI AT SX Option,1308724.0,75000,Diesel,Automatic,2017,1591,5,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,738255.0,65000,Petrol,Manual,2018,2198,5,Hyundai
Honda City i-VTEC V,1275167.0,43000,Petrol,Manual,2019,1956,5,Honda
Honda Amaze VX i-VTEC,993288.0,27000,Petrol,Manual,2019,1582,7,Honda
Ford Endeavour 3.2 Titanium AT 4X4,3154362.0,86000,Diesel,Automatic,2016,1196,7,Ford
Maruti Ertiga ZXI,1395973.0,83000,Petrol,Manual,2019,1197,5,Maruti
Hyundai Verna 1.6 SX VTVT AT,872483.0,44000,Petrol,Automatic,2014,796,5,Hyundai
Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,3691275.0,110000,Diesel,Automatic,2018,999,5,Ford
Maruti Alto 800 LXI Opt BSIV,489932.0,18000,Petrol,Manual,2019,1373,5,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,1597315.0,91000,Diesel,Automatic,2017,1498,5,Hyundai
Maruti Eeco 5 Seater AC BSIV,480536.0,104911,Petrol,Manual,2019,1199,5,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Option,610738.0,127509,Petrol,Manual,2017,1197,5,Hyundai
Maruti Alto 800 LXI,440268.0,29353,Petrol,Manual,2019,1451,5,Maruti
Renault Kiger RXZ Turbo,1087248.0,42859,Petrol,Manual,2021,1197,5,Renault
Maruti Ertiga VXI CNG,875167.0,106785,Cng,Manual,2017,1498,5,Maruti
Maruti Ertiga ZXI,548993.0,93703,Petrol,Manual,2013,1299,5,Maruti
Honda City i DTEC VX,710067.0,111474,Diesel,Manual,2015,1086,5,Honda
Honda Jazz 1.2 S AT i VTEC,655033.0,77038,Petrol,Automatic,2015,1461,5,Honda
Maruti Ignis Sigma,648322.0,13945,Petrol,Manual,2021,1086,5,Maruti
MG Hector Sharp DCT,2167785.0,30106,Petrol,Automatic,2019,1995,7,MG
Maruti Swift Dzire VXI 1.2,825503.0,84798,Petrol,Manual,2020,1197,5,Maruti
Honda City i DTec VX,912751.0,92696,Diesel,Manual,2017,1497,5,Honda
Hyundai Santro Xing GL Plus,320805.0,51974,Petrol,Manual,2014,1197,5,Hyundai
Renault Fluence Diesel E4,487248.0,152000,Diesel,Manual,2013,2179,5,Renault
Hyundai Santro Xing GLS,246979.0,84508,Petrol,Manual,2014,796,5,Hyundai
BMW X1 sDrive20d,1409395.0,100265,Diesel,Automatic,2014,1086,5,BMW
Hyundai i20 1.2 Asta,762416.0,69475,Petrol,Manual,2018,1582,5,Hyundai
Honda City i VTEC CVT VX,881879.0,79165,Petrol,Automatic,2015,1199,5,Honda
Toyota Etios Liva G,287248.0,138094,Petrol,Manual,2011,799,5,Toyota
Hyundai i20 1.2 Magna Executive,695302.0,43993,Petrol,Manual,2018,998,5,Hyundai
Mahindra XUV500 W8 2WD,659060.0,77494,Diesel,Manual,2012,1461,5,Mahindra
Maruti Alto 800 LXI,401342.0,33880,Petrol,Manual,2019,1956,5,Maruti
Hyundai i10 Magna 1.1L,299328.0,98223,Petrol,Manual,2012,1198,5,Hyundai
Hyundai Verna 1.6 SX,558389.0,90387,Diesel,Manual,2012,998,5,Hyundai
Tata Tiago 1.2 Revotron XZ,542281.0,80176,Petrol,Manual,2018,998,5,Tata
Renault KWID RXL,318120.0,72685,Petrol,Manual,2016,1582,7,Renault
Maruti Wagon R LXI BS IV,320805.0,42090,Petrol,Manual,2013,999,5,Maruti
Renault Duster 110PS Diesel RxL,469798.0,111332,Diesel,Manual,2013,1086,5,Renault
MG Hector Sharp Diesel MT BSIV,2104697.0,32744,Diesel,Manual,2019,1193,5,MG
Nissan Micra XL,277852.0,47910,Petrol,Manual,2011,1248,5,Nissan
Maruti Wagon R VXI BS IV,366442.0,98466,Petrol,Manual,2014,2494,5,Maruti
Maruti Wagon R VXI BS IV,222818.0,81929,Petrol,Manual,2011,1197,5,Maruti
Hyundai Verna 1.6 SX,511409.0,56538,Diesel,Manual,2011,1197,5,Hyundai
Renault KWID 1.0 RXL,361073.0,61432,Petrol,Manual,2018,1461,5,Renault
Hyundai Santro Xing GL Plus,233557.0,87733,Petrol,Manual,2012,1086,5,Hyundai
Tata Zest Revotron 1.2T XMS,323489.0,112991,Petrol,Manual,2015,1368,5,Tata
Maruti Swift Dzire VDI,400000.0,124628,Diesel,Manual,2012,999,5,Maruti
Toyota Innova 2.5 VX (Diesel) 7 Seater,1284563.0,83233,Diesel,Manual,2015,998,5,Toyota
Maruti Ignis 1.2 Zeta BSIV,648322.0,73140,Petrol,Manual,2017,1248,5,Maruti
Hyundai i20 1.2 Magna Opt,327516.0,111437,Petrol,Manual,2012,1197,5,Hyundai
Nissan Sunny Diesel XV,346308.0,174529,Diesel,Manual,2013,1197,5,Nissan
Hyundai i10 Era,233557.0,78755,Petrol,Manual,2011,1086,5,Hyundai
Hyundai Verna VTVT 1.4 E,906040.0,35336,Petrol,Manual,2018,1248,5,Hyundai
Renault KWID Climber 1.0 AMT,575838.0,11755,Petrol,Automatic,2019,1798,5,Renault
Maruti Wagon R LXI BS IV,179865.0,95891,Petrol,Manual,2010,1497,5,Maruti
Maruti Baleno 1.3 Zeta,804026.0,76502,Diesel,Manual,2018,2143,5,Maruti
Maruti Swift Dzire VXI,883221.0,29526,Petrol,Manual,2021,1198,5,Maruti
Hyundai i20 Magna,371812.0,59650,Petrol,Manual,2012,796,5,Hyundai
Maruti SX4 S Cross Zeta DDiS 200 SH,1017449.0,44641,Diesel,Manual,2018,1197,5,Maruti
Skoda Superb Elegance 1.8 TSI AT,413422.0,77613,Petrol,Automatic,2010,1956,5,Skoda
Honda City i VTEC CVT VX,916778.0,61687,Petrol,Automatic,2015,1399,5,Honda
Mercedes-Benz CLA 200 CDI Sport,2195973.0,144496,Diesel,Automatic,2016,1497,5,Mercedes-Benz
Honda Brio EX MT,283221.0,149636,Petrol,Manual,2013,1197,5,Honda
Maruti Alto 800 LXI,267114.0,95489,Petrol,Manual,2015,1061,5,Maruti
Hyundai Accent Executive,185234.0,155835,Petrol,Manual,2011,1198,5,Hyundai
Maruti Swift VXI,735570.0,51371,Petrol,Manual,2019,799,5,Maruti
Jeep Compass 2.0 Limited 4X4,1727516.0,57400,Diesel,Manual,2018,1368,7,Jeep
Ford Figo Diesel Titanium,209395.0,146439,Diesel,Manual,2011,2400,5,Ford
Honda City 1.5 V MT,538255.0,69733,Petrol,Manual,2011,1461,5,Honda
Hyundai Xcent Prime T Plus CNG,562416.0,92124,Cng,Manual,2018,1197,5,Hyundai
Volkswagen Polo 1.2 MPI Highline,398657.0,157151,Petrol,Manual,2014,1248,5,Volkswagen
Renault KWID RXT Optional,449664.0,28691,Petrol,Manual,2018,1591,5,Renault
Fiat Linea T Jet Active,161073.0,81350,Petrol,Manual,2011,1998,5,Fiat
Volvo XC60 D5 Summum,2088590.0,126553,Diesel,Automatic,2013,999,7,Volvo
Nissan Terrano XL Plus 85 PS,558389.0,86019,Diesel,Manual,2014,1196,5,Nissan
Maruti Swift VXI,762416.0,22511,Petrol,Manual,2020,1199,7,Maruti
Hyundai Grand i10 CRDi Sportz,569127.0,61893,Diesel,Manual,2017,2499,5,Hyundai
Maruti Ertiga ZDI,744966.0,114892,Diesel,Manual,2015,2143,5,Maruti
Hyundai Verna VTVT 1.6 SX,1034899.0,50720,Petrol,Manual,2019,1248,5,Hyundai
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,2248322.0,16000,Petrol,Automatic,2022,2179,5,Skoda
Maruti Eeco 5 Seater AC 2020-2022,557046.0,80000,Petrol,Manual,2020,1396,5,Maruti
Mercedes-Benz M-Class ML 250 CDI,3825503.0,38000,Diesel,Automatic,2015,1498,5,Mercedes-Benz
Maruti Ertiga SHVS VDI,1034899.0,71000,Diesel,Manual,2017,1197,5,Maruti
Mahindra XUV500 W8 AWD,791946.0,77000,Diesel,Manual,2013,1499,5,Mahindra
Hyundai i20 1.4 Asta Option,954362.0,68000,Diesel,Manual,2017,1172,5,Hyundai
Maruti Swift Dzire VDi,308724.0,110000,Diesel,Manual,2010,1968,5,Maruti
Hyundai Xcent 1.2 CRDi SX,738255.0,65000,Diesel,Manual,2018,995,5,Hyundai
Honda BR-V i-DTEC V MT,1006711.0,77000,Diesel,Manual,2017,1086,5,Honda
Hyundai Grand i10 Asta Option,604026.0,60000,Petrol,Manual,2015,1498,5,Hyundai
Tata Tiago XTA AMT,818791.0,2640,Petrol,Automatic,2002,1298,5,Tata
Ford Fiesta Petrol Titanium,308724.0,60000,Petrol,Manual,2011,1493,5,Ford
Fiat Punto 1.2 Active,214765.0,80000,Petrol,Manual,2014,1197,5,Fiat
Skoda Octavia 2.0 TDI AT Style Plus,1248322.0,120000,Diesel,Automatic,2016,1341,5,Skoda
Honda Amaze SX i-DTEC,429530.0,90000,Diesel,Manual,2014,1120,5,Honda
Maruti Swift 1.3 LXI,288590.0,30130,Petrol,Manual,2006,1248,7,Maruti
Hyundai Verna SX Opt AT Diesel,2080536.0,32000,Diesel,Automatic,2021,1995,5,Hyundai
Maruti Swift VXI,906040.0,13000,Petrol,Manual,2022,1199,5,Maruti
Hyundai Getz GLS,147651.0,40000,Petrol,Manual,2005,799,5,Hyundai
Hyundai Creta SX Opt IVT,2080536.0,20000,Petrol,Automatic,2021,1298,5,Hyundai
Kia Seltos GTX Plus DCT,2216107.0,16000,Petrol,Automatic,2021,2179,5,Kia
Hyundai Grand i10 CRDi Magna,496644.0,60000,Diesel,Manual,2014,1461,5,Hyundai
Maruti Swift Dzire ZDi,335570.0,120000,Diesel,Manual,2010,1086,5,Maruti
BMW X1 sDrive20d,993288.0,120000,Diesel,Automatic,2012,1193,5,BMW
Skoda Fabia 1.2L Diesel Elegance,281879.0,70000,Diesel,Manual,2012,1196,5,Skoda
Datsun RediGO T Option,241610.0,40000,Petrol,Manual,2017,1495,5,Datsun
Tata Hexa XTA,1410738.0,90000,Diesel,Automatic,2017,1598,5,Tata
Nissan Micra Diesel XV,261744.0,90000,Diesel,Manual,2011,1198,5,Nissan
Tata Zest Revotron 1.2T XM,375838.0,110000,Petrol,Manual,2015,1586,7,Tata
Maruti Eeco 5 Seater Standard BSIV,302013.0,89511,Petrol,Manual,2011,1493,4,Maruti
Hyundai Accent Executive CNG,201342.0,120000,Cng,Manual,2012,1248,5,Hyundai
Skoda Rapid 1.6 MPI AT Elegance Black Package,523489.0,90000,Petrol,Automatic,2014,1086,5,Skoda
Maruti Ritz LXI,214765.0,132000,Petrol,Manual,2011,624,5,Maruti
Maruti SX4 Vxi BSIII,234899.0,80000,Petrol,Manual,2008,1198,5,Maruti
Mahindra Bolero Neo N10,1369127.0,30000,Diesel,Manual,2021,796,5,Mahindra
Hyundai Grand i10 1.2 Kappa Magna BSIV,718120.0,15000,Petrol,Manual,2019,1798,5,Hyundai
Hyundai Santro Xing GL Plus,295302.0,120000,Petrol,Manual,2015,1582,5,Hyundai
Honda Amaze SX i-VTEC,590604.0,70000,Petrol,Manual,2014,2354,5,Honda
Maruti Alto 800 LXI,348993.0,35000,Petrol,Manual,2016,1598,5,Maruti
Skoda Superb 1.8 TSI,335570.0,80000,Petrol,Automatic,2009,1995,5,Skoda
Hyundai Verna CRDi,255033.0,100000,Diesel,Manual,2008,1590,5,Hyundai
Honda Accord 2.4 A/T,684563.0,100000,Petrol,Automatic,2012,814,5,Honda
Volkswagen Vento Diesel Comfortline,255033.0,110000,Diesel,Manual,2011,936,5,Volkswagen
Maruti Baleno LXI - BSIII,174496.0,90000,Petrol,Manual,2006,1196,5,Maruti
Hyundai Grand i10 Magna,476510.0,90000,Petrol,Manual,2017,998,7,Hyundai
Maruti Baleno LXI,174496.0,90000,Petrol,Manual,2006,1582,5,Maruti
Hyundai Verna 1.6 SX CRDI (O) AT,736912.0,88777,Diesel,Automatic,2015,1461,5,Hyundai
Hyundai EON Sportz,245637.0,65239,Petrol,Manual,2012,1248,5,Hyundai
Chevrolet Beat Diesel LS,204026.0,88741,Diesel,Manual,2014,1497,5,Chevrolet
Maruti Eeco 5 Seater AC BSIV,422818.0,58017,Petrol,Manual,2016,2179,5,Maruti
Maruti Ciaz VDi Plus SHVS,689932.0,70076,Diesel,Manual,2016,995,5,Maruti
Maruti Alto K10 VXI,451006.0,55202,Petrol,Manual,2018,1196,7,Maruti
Hyundai Verna 1.6 CRDi EX MT,461744.0,99681,Diesel,Manual,2012,999,5,Hyundai
Renault Duster 110PS Diesel RxZ,531543.0,88189,Diesel,Manual,2013,1248,5,Renault
Honda City i VTEC V,683221.0,104062,Petrol,Manual,2014,1199,5,Honda
Mahindra XUV500 W8 2WD,779865.0,103448,Diesel,Manual,2014,2179,5,Mahindra
Chevrolet Spark 1.0 LS,179865.0,73672,Petrol,Manual,2013,1497,5,Chevrolet
Maruti Eeco 5 Seater AC BSIV,422818.0,93009,Petrol,Manual,2017,1498,5,Maruti
Renault Kiger RXT,1005369.0,13244,Petrol,Manual,2021,999,5,Renault
Maruti Swift Dzire VDi,312751.0,128999,Diesel,Manual,2010,1598,5,Maruti
Hyundai i10 Magna 1.1,221476.0,75722,Petrol,Manual,2010,1496,5,Hyundai
Honda Jazz VX CVT,836241.0,94834,Petrol,Automatic,2018,1499,5,Honda
Mahindra XUV500 AT W10 FWD,1330201.0,93453,Diesel,Automatic,2017,1582,5,Mahindra
Honda City i-VTEC VX,1236241.0,26352,Petrol,Manual,2018,1197,5,Honda
Volkswagen Vento 1.5 TDI Highline AT,660402.0,80746,Diesel,Automatic,2016,1497,5,Volkswagen
Nissan Magnite XL,707382.0,5973,Petrol,Manual,2021,1199,5,Nissan
Volkswagen Vento Diesel Highline,304697.0,118137,Diesel,Manual,2011,1498,5,Volkswagen
Toyota Etios G,359731.0,85560,Petrol,Manual,2011,1497,7,Toyota
Ford Figo 1.5P Titanium AT,551677.0,69693,Petrol,Automatic,2016,1197,5,Ford
Hyundai Creta 1.6 CRDi SX Option,1092617.0,91879,Diesel,Manual,2016,1197,5,Hyundai
Hyundai i20 Sportz Petrol,271140.0,125403,Petrol,Manual,2010,1497,5,Hyundai
Honda City i VTEC VX,856375.0,71434,Petrol,Manual,2016,1582,5,Honda
Tata Tiago 1.2 Revotron XZ,472483.0,52328,Petrol,Manual,2016,2179,5,Tata
Honda Amaze S i-Dtech,497986.0,65027,Diesel,Manual,2014,1199,5,Honda
Tata Altroz XE Diesel,948993.0,4553,Diesel,Manual,2022,1598,5,Tata
Hyundai Grand i10 Sportz,516778.0,50185,Petrol,Manual,2015,1497,5,Hyundai
Hyundai i20 Petrol CVT Asta,915436.0,48953,Petrol,Automatic,2018,1197,5,Hyundai
Honda City 1.5 S MT,437583.0,161875,Petrol,Manual,2011,1498,5,Honda
Hyundai Creta 1.6 CRDi SX,1112751.0,101585,Diesel,Manual,2016,1396,5,Hyundai
Mahindra Scorpio S5,1659060.0,27924,Diesel,Manual,2020,1950,5,Mahindra
Volkswagen Polo Diesel Comfortline 1.2L,374496.0,77863,Diesel,Manual,2013,1498,5,Volkswagen
Skoda Rapid 1.6 TDI Ambition,369127.0,140141,Diesel,Manual,2012,796,7,Skoda
Honda City 1.5 S MT,387919.0,116442,Petrol,Manual,2009,1197,5,Honda
Hyundai i20 Magna 1.2,578523.0,46329,Petrol,Manual,2015,1197,5,Hyundai
Skoda Rapid 1.5 TDI Elegance,583892.0,97702,Diesel,Manual,2015,1197,5,Skoda
Hyundai i20 Sportz 1.4 CRDi,520805.0,84533,Diesel,Manual,2015,1197,5,Hyundai
Mercedes-Benz E-Class Exclusive E 220 d BSIV,5500671.0,115372,Diesel,Automatic,2018,1248,5,Mercedes-Benz
Volkswagen Vento 1.5 TDI Highline AT,739597.0,79715,Diesel,Automatic,2016,1598,7,Volkswagen
Maruti Alto 800 LXI,195973.0,269930,Petrol,Manual,2014,814,5,Maruti
Hyundai i10 Magna,344966.0,84561,Petrol,Manual,2013,1199,5,Hyundai
Maruti Swift Dzire VXI,534228.0,94479,Petrol,Manual,2015,1248,5,Maruti
Hyundai i20 Sportz 1.2,497986.0,65723,Petrol,Manual,2014,1599,5,Hyundai
Hyundai i20 1.2 Asta Option,789261.0,120707,Petrol,Manual,2018,1248,5,Hyundai
Maruti Ertiga SHVS VDI,841610.0,95873,Diesel,Manual,2016,1197,5,Maruti
Volkswagen Vento Diesel Highline,310067.0,98439,Diesel,Manual,2011,1086,5,Volkswagen
Hyundai EON Magna Optional,214765.0,80310,Petrol,Manual,2011,1248,5,Hyundai
Volkswagen Polo 1.2 MPI Comfortline,609395.0,23677,Petrol,Manual,2016,1197,5,Volkswagen
Maruti Swift Dzire VDI,708724.0,136782,Diesel,Manual,2017,1196,5,Maruti
Hyundai Verna Transform Xi,375838.0,76491,Petrol,Manual,2010,1197,5,Hyundai
Maruti Ertiga SHVS ZDI Plus,1040268.0,45991,Diesel,Manual,2017,1197,5,Maruti
Hyundai Grand i10 1.2 Kappa Magna BSIV,665771.0,13481,Petrol,Manual,2019,998,5,Hyundai
Hyundai Santro Xing GLS,171812.0,77414,Petrol,Manual,2009,1186,7,Hyundai
Maruti Swift Dzire VDI,563758.0,48182,Diesel,Manual,2014,1248,5,Maruti
Hyundai i10 Magna 1.2,267114.0,42262,Petrol,Manual,2010,998,5,Hyundai
Maruti Eeco 5 Seater AC BSIV,259060.0,126761,Petrol,Manual,2013,1498,5,Maruti
Maruti Swift Dzire VXI,426845.0,84080,Petrol,Manual,2013,1120,5,Maruti
Hyundai i10 Sportz,291275.0,55961,Petrol,Manual,2011,1997,5,Hyundai
Hyundai Xcent 1.2 CRDi SX,838926.0,42000,Diesel,Manual,2018,0,5,Hyundai
Maruti Ciaz ZDi,820134.0,79000,Diesel,Manual,2015,1461,7,Maruti
Maruti Wagon R LXI BS IV,417449.0,114478,Petrol,Manual,2017,1422,5,Maruti
Honda WR-V i-DTEC VX,957046.0,104931,Diesel,Manual,2018,1197,5,Honda
Hyundai Grand i10 CRDi Magna,493959.0,63467,Diesel,Manual,2015,1498,5,Hyundai
Hyundai i20 Asta Option CVT,1100671.0,30000,Petrol,Automatic,2020,2179,5,Hyundai
Tata Nexon EV Prime XZ Plus Dark Edition,1797315.0,8397,Electric,Automatic,2022,1186,5,Tata
Renault Duster 85PS Diesel RxL Optional,546308.0,137286,Diesel,Manual,2014,1499,5,Renault
Skoda Fabia 1.4 TDI Ambiente,155704.0,105768,Diesel,Manual,2010,1120,5,Skoda
Hyundai i20 Sportz Plus,906040.0,48000,Petrol,Manual,2019,1498,5,Hyundai
Volkswagen Vento 1.5 TDI Highline AT,1140939.0,74088,Diesel,Automatic,2016,1598,5,Volkswagen
Maruti Eeco 5 Seater AC,718120.0,38000,Petrol,Manual,2019,1497,5,Maruti
Mahindra XUV500 W10 2WD,1140939.0,66000,Diesel,Manual,2015,1498,5,Mahindra
Hyundai Grand i10 1.2 CRDi Sportz,664429.0,52000,Diesel,Manual,2018,1196,5,Hyundai
Ford Aspire Titanium Plus Diesel,604026.0,54000,Diesel,Manual,2015,1197,5,Ford
Hyundai Grand i10 CRDi Magna,604026.0,54000,Diesel,Manual,2016,998,5,Hyundai
Volkswagen Vento 1.5 TDI Highline Plus,1174496.0,55000,Diesel,Manual,2017,1461,5,Volkswagen
Volkswagen Vento Diesel Highline,664429.0,68000,Diesel,Manual,2014,2354,5,Volkswagen
Ford Ecosport 1.5 Petrol Ambiente BSIV,769127.0,26339,Petrol,Manual,2018,1248,8,Ford
Ford Ecosport Sports Diesel,1467114.0,50044,Diesel,Manual,2021,1197,5,Ford
Maruti Eeco 5 Seater AC BSIV,343624.0,99569,Petrol,Manual,2016,1197,5,Maruti
Hyundai i20 Sportz Petrol,322147.0,77537,Petrol,Manual,2010,995,5,Hyundai
Maruti Wagon R LXI BS IV,320805.0,55026,Petrol,Manual,2013,998,7,Maruti
Renault Pulse RxL,401342.0,73081,Diesel,Manual,2014,2494,5,Renault
Honda Accord 2.4 AT,409395.0,123149,Petrol,Automatic,2010,1061,5,Honda
Maruti Swift Dzire VDI,629530.0,81759,Diesel,Manual,2015,796,5,Maruti
Maruti Swift LXI BSIV,488590.0,58766,Petrol,Manual,2015,1248,5,Maruti
Maruti Swift Dzire VXI,484563.0,74886,Petrol,Manual,2014,1497,5,Maruti
Maruti Wagon R VXI,859060.0,3809,Petrol,Manual,2022,1197,5,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater,1107382.0,137000,Diesel,Manual,2015,1197,5,Toyota
Maruti Zen Estilo 1.1 LXI BSIII,140939.0,104817,Petrol,Manual,2009,1120,5,Maruti
Maruti Alto 800 LXI,463087.0,10666,Petrol,Manual,2020,1373,5,Maruti
Maruti Swift VDI,510067.0,74124,Diesel,Manual,2013,1956,5,Maruti
Mahindra Marazzo M8,1204026.0,92167,Diesel,Manual,2018,1199,5,Mahindra
Honda Brio 1.2 S MT,551677.0,32111,Petrol,Manual,2017,1248,5,Honda
Hyundai i10 Sportz,248322.0,111986,Petrol,Manual,2010,1497,5,Hyundai
Maruti Ritz VXI,248322.0,89451,Petrol,Manual,2010,1995,5,Maruti
Hyundai Xcent 1.1 CRDi SX Option,489932.0,82990,Diesel,Manual,2014,1497,5,Hyundai
Maruti Ciaz ZXi,685906.0,88621,Petrol,Manual,2014,1396,5,Maruti
Tata New Safari XZA Plus AT,2715436.0,13690,Diesel,Automatic,2022,1995,6,Tata
Honda Amaze S Petrol,888590.0,15712,Petrol,Manual,2020,1968,7,Honda
Maruti Vitara Brezza ZDi,1060402.0,72500,Diesel,Manual,2017,1047,5,Maruti
Mahindra XUV300 W8 Option Diesel BSIV,1375838.0,82000,Diesel,Manual,2019,1196,5,Mahindra
Renault Koleos 4X4 MT,832214.0,120000,Diesel,Manual,2016,1396,5,Renault
Honda City EXi,389261.0,120000,Petrol,Manual,2008,1462,5,Honda
Hyundai i20 Asta Option Diesel,926174.0,65000,Diesel,Manual,2017,1498,5,Hyundai
Tata Tiago 1.05 Revotorq XZ,489932.0,80381,Diesel,Manual,2017,1461,5,Tata
Maruti Eeco 5 Seater AC BSIV,324832.0,78220,Petrol,Manual,2014,1047,7,Maruti
Hyundai i20 Magna Plus Diesel,867114.0,91412,Diesel,Manual,2019,1198,5,Hyundai
Maruti XL6 Alpha,1064429.0,97295,Petrol,Manual,2019,2157,5,Maruti
Honda Mobilio S i-DTEC,791946.0,58300,Diesel,Manual,2016,999,5,Honda
Maruti Swift Dzire VXI 1.2,706040.0,68031,Petrol,Manual,2017,799,5,Maruti
Skoda Rapid 1.6 TDI Ambition,370469.0,94405,Diesel,Manual,2012,2982,6,Skoda
Renault Duster 85PS Diesel RxS,906040.0,58200,Diesel,Manual,2017,1498,5,Renault
Tata Tigor 1.05 Revotorq XT,704697.0,58000,Diesel,Manual,2018,1198,5,Tata
Mahindra KUV 100 NXT D75 K8 5Str,624161.0,62000,Diesel,Manual,2018,1498,5,Mahindra
Mahindra Alturas G4 4X4 AT,3389261.0,99000,Diesel,Automatic,2020,1497,5,Mahindra
Renault KWID 1.0 RXT Optional,461744.0,32875,Petrol,Manual,2018,1198,5,Renault
Renault KWID RXT,354362.0,31951,Petrol,Manual,2016,1197,5,Renault
Toyota Fortuner 4x2 Manual,2041610.0,74300,Diesel,Manual,2014,1198,5,Toyota
